Date,Card Number,Name,Department,Category,Transaction,Amount,Barcode,Title,Author,homebranch,holdingbranch
2024-12-10 12:32:08,CH6A9U,T718CI,ETE,UG,Check out,-,71937,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 12:32:42,8UGWG0,CP379B,ETE,UG,Check out,-,66450,CHEMISTRY FOR ENGINEERING STUDENTS,"JAI PRAKASH, B S",RIT,RIT
2024-12-10 12:32:48,8UGWG0,CP379B,ETE,UG,Check out,-,92909,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 12:32:52,2HD5UX,Q9EAMQ,ARCH,ST,Check out,-,63342,HEALTH FACILITIES REVIEW: 2003-2004,BEAVER,RIT,RIT
2024-12-10 12:33:51,BQPCWY,ELAJE3,ECE,UG,Check out,-,97678,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-12-10 12:34:05,BQPCWY,ELAJE3,ECE,UG,Check out,-,67428,PROGRAMMING IN C,"THAREJA, REEMA",RIT,RIT
2024-12-10 12:34:42,1RB977,LQTUJQ,ECE,UG,Check out,-,92921,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 12:39:28,HO26J1,697647,CSE,UG,Renew,-,76788,A TEXTBOOK OF ENGINEERING PHYSICS,AVADHANULU,RIT,RIT
2024-12-10 12:39:42,HO26J1,697647,CSE,UG,Renew,-,100312,COMPUTER SCIENCE A STRUCTURCD PROGRAMMING APPROACH USING C,"FOROUZAN, BEHROOZ A, GILBERG, F RICHARD",RIT,RIT
2024-12-10 12:41:28,Z6WLV5,8CC6U4,ECE,UG,Check in,-,62089,PROGRAMMING IN ANSI C,BALAGURUSAMY E,RIT,RIT
2024-12-10 12:44:17,X3R3FZ,3Z23PF,CSE_AIML,UG,Renew,-,100006,"INTRODUCTION TO AUTOMATA THEORY, LANGUAGES AND COMPUTATION","HOPCROFT, JOHN.E. MOTWANI, RAJEEV ULLMAN, JEFFEREY D",RIT,RIT
2024-12-10 12:45:40,7VLF8H,ENR9B6,ECE,UG,Check in,-,71034,ENGINEERING PROBLEM SOLVING WITH C,"ETTER, DELORES M",RIT,RIT
2024-12-10 12:45:51,7VLF8H,ENR9B6,ECE,UG,Check in,-,93760,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-12-10 12:45:59,7VLF8H,ENR9B6,ECE,UG,Check in,-,94913,INTERMEDIATE ENGLISH GRAMMAR,"MURPHY, RAYMOND",RIT,RIT
2024-12-10 12:46:09,7VLF8H,ENR9B6,ECE,UG,Check in,-,93389,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2024-12-10 12:48:52,7VLF8H,ENR9B6,ECE,UG,Other,-12.0000,,,,,
2024-12-10 12:51:21,03IIU1,OCDBKL,CHEM,UG,Check in,-,93798,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-12-10 12:51:38,RFKJ9C,8E5HN2,UNDER GRADUATION(UG),UG,Check in,-,75517,DATA COMMUNICATIONS AND NETWORKING,"FOROUZAN, BEHROUZ A.",RIT,RIT
2024-12-10 12:54:38,N387XR,GV0LFV,UNDER GRADUATION(UG),UG,Check in,-,88070,OPERATONS MANAGEMENT,STEVENSON,RIT,RIT
2024-12-10 12:55:34,IC3S2N,EED756,CSE,UG,Renew,-,98903,Operating system concepts /,"Silberschatz, Abraham.",RIT,RIT
2024-12-10 12:55:56,SCCSE2,EYMO4M,CSE,UG,Renew,-,101423,WEB PROGRAMMING WITH HATML 5..CSS & JAVA SCRIPT,DEAN JHON,RIT,RIT
2024-12-10 12:56:25,CBF13L,5G2QJ6,MCA,PG,Check in,-,MC273,JAVA2: COMPLETE REFERENCE,"SCHILDT, HERBERT",RIT,RIT
2024-12-10 12:58:29,VQJ7ZB,V0PUCG,UNDER GRADUATION(UG),UG,Check in,-,69363,DISCRETE -EVENT SYSTEM SIMULATION,"BANKS, JERRY, CARSON, JOHN S,",RIT,RIT
2024-12-10 12:58:35,VQJ7ZB,V0PUCG,UNDER GRADUATION(UG),UG,Check in,-,82220,SIMULATION MODELING AND ANALYSIS,"LAW, AVERILL M",RIT,RIT
2024-12-10 13:04:11,W00QQL,GUI2OB,EEE,UG,Check out,-,71916,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 13:06:55,A3E457,RY6B34,CSE_CY,UG,Check in,-,100351,COMPUTER SCIENCE A STRUCTURCD PROGRAMMING APPROACH USING C,"FOROUZAN, BEHROOZ A, GILBERG, F RICHARD",RIT,RIT
2024-12-10 13:12:58,VQJ7ZB,V0PUCG,UNDER GRADUATION(UG),UG,Check out,-,DB3493,LIMIT STATE DESIGN OF REINFORCED CONCRETE,P.C.VARGHESE,RIT,RIT
2024-12-10 13:13:02,VQJ7ZB,V0PUCG,UNDER GRADUATION(UG),UG,Check out,-,87995,INTR TO MATERIALS MANAGEMENT 8/ED,ARNOLD,RIT,RIT
2024-12-10 13:14:09,K9WJAY,0OKFP1,ECE,UG,Check in,-,76933,AN INTRODUCTION TO THE CONSTITUTION OF INDIA,PYLEE,RIT,RIT
2024-12-10 13:14:27,K9WJAY,0OKFP1,ECE,UG,Check in,-,92926,CHEMISTRY FOR ENGINEERING STUDENTS,"JAIPRAKASH, B S",RIT,RIT
2024-12-10 13:14:54,MATQCM,X7IBS4,EEE,UG,Check out,-,93671,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2024-12-10 13:21:47,XMBZGW,GYLJ1S,CSE_AIML,UG,Renew,-,71376,PROGRAMMING IN ANSI C,BALAGURSAMY E,RIT,RIT
2024-12-10 13:22:18,E4LN0G,KGSLGA,AIML,UG,Renew,-,85441,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA M N",RIT,RIT
2024-12-10 13:22:51,E4LN0G,KGSLGA,AIML,UG,Check in,-,66236,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2024-12-10 13:23:38,3QEOUG,Z8TMAX,CSE,ST,Check out,-,DB2216,COMPUTER ORGANIZATION,"HAMACHER, CARL",RIT,RIT
2024-12-10 13:27:17,3MVRQA,5LASGH,MECH,UG,Check out,-,66768,ENGINEERING MATHEMATICS-I,CHANDRASHEKAR K S,RIT,RIT
2024-12-10 13:28:53,R9XCE7,CF8DFM,EEE,UG,Check out,-,69514,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 13:37:59,NMDSZJ,8VGZME,ARCH,ST,Check out,-,60598,HELTH SPACE: OF THE WORLD VOL-2,IMAGE PUBLISHING,RIT,RIT
2024-12-10 13:38:31,NMDSZJ,8VGZME,ARCH,ST,Check out,-,35457,HEALTH SPACES: PICTORAL REVIEW,IMAGES PUBLISHING GROUP PVT. LTD.,RIT,RIT
2024-12-10 13:39:09,LNN4ZV,41M897,,ST,Check in,-,49224,MECHANICS OF MATERIALS,DAS J B K,RIT,RIT
2024-12-10 13:41:00,FBRGQC,177EDO,,ST,Check out,-,49224,MECHANICS OF MATERIALS,DAS J B K,RIT,RIT
2024-12-10 13:41:10,Y73MTN,LE9F14,UNDER GRADUATION(UG),ST,Check in,-,86943,HIGH VOLTAGE ENGINEERING,NAIDU,RIT,RIT
2024-12-10 13:44:59,1F0MYH,QNSIPG,ISE,UG,Check in,-,99588,HOW TO THINK LIKE A COMPUTER SCIENTIST LEARNIG WITH PHTHON,"DOWNEY ALLEN, ELKNER JEFFREY, MEYERS, CHRIS",RIT,RIT
2024-12-10 13:46:27,6GIXUD,7YG8Q8,STRS,PG,Check out,-,81324,DYNAMICS OF STRUCTURES,CHOPRA,RIT,RIT
2024-12-10 13:47:02,HZOWVA,K34FX2,ISE,UG,Check out,-,78691,OPERATING SYSTEM CONCEPTS,SILBERSCHATZ,RIT,RIT
2024-12-10 13:54:02,JE720F,I2R3DC,UNDER GRADUATION(UG),UG,Renew,-,39974,"POWER ELECTRONICS: CIRCUITS, DEVICES AND APPLICATIONS","RASHID, MUHAMMAD H",RIT,RIT
2024-12-10 13:59:12,41C8M4,4HGRTO,ME,UG,Check in,-,79844,THEORY OF MACHINES,RATTAN,RIT,RIT
2024-12-10 14:00:11,41C8M4,4HGRTO,ME,UG,Renew,-,DB3136,DESIGN OF MACHINE ELEMENTS II,DAS J B K,RIT,RIT
2024-12-10 14:07:00,2JH6UI,N8JKIX,STRS,PG,Renew,-,77618,DYNAMICS OF STRUCTURES THEORY AND APPLICATIONS TO EARTHQUAKE ENGINEERING,CHOPRA,RIT,RIT
2024-12-10 14:29:53,ZOAJ8S,CFNR1Q,UNDER GRADUATION(UG),UG,Check in,-,75526,DATA COMMUNICATIONS AND NETWORKING,"FOROUZAN, BEHROUZ A.",RIT,RIT
2024-12-10 14:30:51,ZOAJ8S,CFNR1Q,UNDER GRADUATION(UG),UG,Renew,-,99473,ARTIFICIAL INTELLIGENCE - A MODERN APPROACH,"STUART RUSSEL , PETER NORVIG",RIT,RIT
2024-12-10 14:32:00,V12TTP,AOJF1X,CSE,UG,Check out,-,71416,BASIC ELECTRONICS,"KOTHARI, D P",RIT,RIT
2024-12-10 14:40:23,O8NERL,R33TQF,CHEM,UG,Renew,-,97694,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-12-10 14:40:33,O8NERL,R33TQF,CHEM,UG,Renew,-,DB4010,CONSTITUTION OF INDIA AND PROFESSIONAL ETHICS,PHANEESH K.R,RIT,RIT
2024-12-10 14:41:35,Y7N1H6,GVYU5B,CHEM,ST,Check in,-,98781,MARKETING MANAGEMENT,RAJAN SAXENA,RIT,RIT
2024-12-10 14:42:21,K4INAS,YITIOF,ECE,UG,Check out,-,99340,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-12-10 14:42:44,CYDIHJ,8J6EYX,CSE_AIML,ST,Check in,-,99459,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI,RAMEZ AND NAVATHE SHAMKANT",RIT,RIT
2024-12-10 14:42:55,9EUGTO,75RIII,ECE,UG,Check out,-,99310,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-12-10 14:43:39,7UFZY7,S8PXWU,CSE_AIML,ST,Check in,-,87243,FUNDAMENTALS OF DATABASE SYSTEMS,ELMASRI,RIT,RIT
2024-12-10 14:44:06,28MTAT,VCNLC3,CHEM,ST,Renew,-,91116,"CHEMICAL PROCESS PRINCIPLES PART �I, MATERIAL AND ENERGY BALANCES","HOUGEN, O.A., WASTON, K.M. AND RAGATZ, R.A",RIT,RIT
2024-12-10 14:44:13,28MTAT,VCNLC3,CHEM,ST,Renew,-,94063,UNIT OPERATIONS-I: FLUID FLOW & MECHANICAL OPERATIONS,"GAVHANE, K A",RIT,RIT
2024-12-10 14:44:34,NC6KI6,A30TB6,EIE,ST,Renew,-,88803,OP AMPS AND LINEAR INTEGRATED CIRCUITS,"GAYAKWAD,RAMAKANT A",RIT,RIT
2024-12-10 14:45:02,NC6KI6,A30TB6,EIE,ST,Renew,-,100674,ELECTRIC CIRCUITS,ALEXANDER K CHARLES,RIT,RIT
2024-12-10 14:45:11,SPE08Q,1KC57N,CSE,UG,Renew,-,76780,A TEXTBOOK OF ENGINEERING PHYSICS,AVADHANULU,RIT,RIT
2024-12-10 14:45:45,D9RSG9,EZK9UV,EEE,UG,Renew,-,71956,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 14:45:47,SPE08Q,1KC57N,CSE,UG,Check in,-,76780,A TEXTBOOK OF ENGINEERING PHYSICS,AVADHANULU,RIT,RIT
2024-12-10 14:46:21,LEC467,6LE9CG,CSE,ST,Check in,-,DB6855,DATA STRUCTURES ALGORITHMS IN JAVA,SARTAJ SAHNI,RIT,RIT
2024-12-10 14:47:06,7UFZY7,S8PXWU,CSE_AIML,ST,Renew,-,79968,DATA STRUCTURES USING C,THAREJA REEMA,RIT,RIT
2024-12-10 14:47:40,7UFZY7,S8PXWU,CSE_AIML,ST,Renew,-,30962,COMPUTER ORGANIZATION,"HAMACHER, V CARL",RIT,RIT
2024-12-10 14:48:10,D9RSG9,EZK9UV,EEE,UG,Renew,-,71956,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 14:48:37,C9IFER,VQ4IC9,EEE,UG,Renew,-,69542,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 14:49:40,YE6L00,ZP128C,EEE,UG,Check out,-,69521,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 14:50:14,FJYBFO,11XAD3,CV,ST,Check out,-,DL300986,SURVEYING VOL.I,PUNMIA B C,RIT,RIT
2024-12-10 14:50:23,FJYBFO,11XAD3,CV,ST,Check out,-,88113,STRENGTH OF MATERIALS,BHABIKATTI,RIT,RIT
2024-12-10 14:51:01,VYLF53,7245FM,CV,ST,Renew,-,14264,TRAFFIC ENGINEERING AND TRANSPORT PLANNING,KADIYALI L R,RIT,RIT
2024-12-10 14:51:11,VYLF53,7245FM,CV,ST,Renew,-,58209,GEOTECHNICAL ENGINEERING,,RIT,RIT
2024-12-10 14:51:13,EHI1RV,EU7TNV,CSE_AIML,ST,Renew,-,DB2829,COMPUTER ORGANIZATION,"CARL HAMACHER, VRANESIC",RIT,RIT
2024-12-10 14:51:17,VYLF53,7245FM,CV,ST,Renew,-,85420,HIGHWAY ENGINEERING,KHANNA S K,RIT,RIT
2024-12-10 14:51:34,TLDXU4,WEPAYC,EEE,UG,Check out,-,71909,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 14:51:37,6EDZZH,6N76ML,UNDER GRADUATION(UG),UG,Renew,-,100275,DATA COMMUNICATION AND NETWORKING WITH TCP/IP PROTOCOL SUITE,"FOROUZAN, BEHROOZ A",RIT,RIT
2024-12-10 14:52:41,XHKC1C,J7W49W,UNDER GRADUATION(UG),UG,Check out,-,72786,DIGITAL IMAGE PROCESSING,RAFAEL C. GONZALEZ,RIT,RIT
2024-12-10 14:53:12,5HGTRW,NTQU26,CV,ST,Check out,-,48957,STRENGTH OF MATERIALS,VISHWANATH H S,RIT,RIT
2024-12-10 14:53:22,5HGTRW,NTQU26,CV,ST,Check out,-,50295,FUNDAMENTALS OF SURVEYING,ROY S K,RIT,RIT
2024-12-10 14:53:29,L8VATN,QXBY7A,,ST,Renew,-,99969,FUNDAMENTALS OF DATA STRUCTURES IN C,"HOROWITZ, ELLIS SAHNI,SARTAJ ANDERSON, FREED",RIT,RIT
2024-12-10 14:54:18,M0LA8Y,MESZL8,UNDER GRADUATION(UG),UG,Renew,-,81094,OPERATING SYSTEM CONCEPTS,SILBERSCHATZ,RIT,RIT
2024-12-10 14:54:49,M0LA8Y,MESZL8,UNDER GRADUATION(UG),UG,Renew,-,82554,DATABASE STSTEMS MODELS LANGUAGES DESIGN AND APPLICATION PROGRAMMING,ELMASRI,RIT,RIT
2024-12-10 14:55:03,M0LA8Y,MESZL8,UNDER GRADUATION(UG),UG,Renew,-,99484,DATA STRUCTURSE AND ALGORITHMS IN PYTHON,"GOODRICH,MICHAELI AND OTHERS",RIT,RIT
2024-12-10 14:55:41,3AT5ZM,KAAHF4,UNDER GRADUATION(UG),UG,Check in,-,100985,AUTOMATA THEORY LANGUAGES & COMPUTATION,HOPCROFT JOHN E MOTWANI RAJEEV,RIT,RIT
2024-12-10 14:56:50,KMCI0Y,ZZFRT2,UNDER GRADUATION(UG),ST,Renew,-,38947,MODERN POWER SYSTEM ANALYSIS,KOTHARI D P,RIT,RIT
2024-12-10 14:57:47,KMCI0Y,ZZFRT2,UNDER GRADUATION(UG),ST,Renew,-,38884,HIGH VOLTAGE ENGINEERING,"NAIDU, M S",RIT,RIT
2024-12-10 14:58:31,NY2GJW,1LUI2X,UNDER GRADUATION(UG),ST,Renew,-,39659,MODERN POWER SYSTEM ANALYSIS,KOTHARI D P,RIT,RIT
2024-12-10 14:59:15,NY2GJW,1LUI2X,UNDER GRADUATION(UG),ST,Renew,-,89706,VERILOG HDL A GUIDE TO DIGITAL DESIGN AND SYNTHESIS,PALNITKAR,RIT,RIT
2024-12-10 15:00:58,ZTIHCY,GJ3VGE,CSE_AIML,ST,Renew,-,52564,DATA STRUCTURES PRINCIPLES AND FUNDAMENTALS,"KEOGH, JIM",RIT,RIT
2024-12-10 15:19:36,SBFPHL,BAM6S7,UNDER GRADUATION(UG),ST,Check in,-,83412,CAD/CAM : PRIN & APPL 3ED,RAO,RIT,RIT
2024-12-10 15:19:42,A6DJ67,HYM56O,UNDER GRADUATION(UG),ST,Check in,-,70856,CAD/CAM: PRINCIPLES AND APPLICATIONS,"RAO, P N",RIT,RIT
2024-12-10 15:20:03,A6DJ67,HYM56O,UNDER GRADUATION(UG),ST,Renew,-,49185,MECHANICAL VIBRATIONS,DAS J B K,RIT,RIT
2024-12-10 15:20:19,SBFPHL,BAM6S7,UNDER GRADUATION(UG),ST,Renew,-,49191,MECHANICAL VIBRATIONS,DAS J B K,RIT,RIT
2024-12-10 15:34:02,HQ7QE7,6K1UU0,CHEM,UG,Check in,-,99344,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-12-10 15:34:55,CK7PLQ,2N9EVR,UNDER GRADUATION(UG),UG,Check in,-,102066,"ARTIFICIAL INTELLIGENCE , A MODERN APPROACH",SINART RUSSELL,RIT,RIT
2024-12-10 15:34:58,HP6VR7,C0X0QZ,CHEM,UG,Check in,-,77319,CONSTITUTION OF INDIA AND PROFESSIONAL ETHICS AND HUMAN RIGHTS,PHANEESH,RIT,RIT
2024-12-10 15:35:18,HP6VR7,C0X0QZ,CHEM,UG,Check in,-,71880,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 15:35:52,986IAB,DJ5JN6,IEM,UG,Check in,-,97696,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-12-10 15:36:05,97Z9WU,0ZXP00,CSE,ST,Renew,-,69385,FUNDAMENTALS OF DATA STRUCTURES IN C,"HOROWITZ, ELLIS, SAHNI, SARTAZ",RIT,RIT
2024-12-10 15:38:07,RD8CC9,UIA041,UNDER GRADUATION(UG),ST,Check in,-,68297,TEXT BOOK OF ESTIMATING COSTING AND ACCOUNTS,KOHLI D D,RIT,RIT
2024-12-10 15:38:13,RD8CC9,UIA041,UNDER GRADUATION(UG),ST,Check in,-,83894,ESTIMATING COSTING,RANGAWALA,RIT,RIT
2024-12-10 15:38:53,JUH9G2,PE3AD1,IEM,UG,Check in,-,46078,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2024-12-10 15:41:25,NZGK0E,T35XK7,CSE,ST,Check in,-,DB6668,FUNDAMENTALS OF DATA STRUCTURES IN C,"HOROWITZ SAHNI,ANDERSON FREED",RIT,RIT
2024-12-10 15:44:04,BZ4MKS,1DXSTY,AIDS,ST,Check out,-,64634,DATABASE MANAGEMENT SYSTEMS,"RAMAKRISHNAN, RAGHU AND GEHRKE",RIT,RIT
2024-12-10 15:48:26,BZ4MKS,1DXSTY,AIDS,ST,Renew,-,64634,DATABASE MANAGEMENT SYSTEMS,"RAMAKRISHNAN, RAGHU AND GEHRKE",RIT,RIT
2024-12-10 15:48:45,IX6PJW,24RM43,CSE,ST,Renew,-,99916,DISCRETE AND COMBINATORIAL MATHEMATICS,"GRIMALDI, RALPH P",RIT,RIT
2024-12-10 15:58:11,HBBRON,RDJZB2,MBA,PG,Check in,-,102257,DATA ANALYSIS AND VISUALIZATION USING PYTHON: ANALYZE DATA TO CREATE VISUALIZATIONS FOR BI SYSTEMS,EMBARAK,RIT,RIT
2024-12-10 16:00:53,G0KY4C,XDWBQB,CSE,ST,Check out,-,82560,FUNDAMENTALS OF DIGITAL LOGIC WITH VERILOG DESIGN,BROWN STEPHEN,RIT,RIT
2024-12-10 16:07:07,6MEEJP,6VIGVM,ECE,ST,Check in,-,100678,ELECTRIC CIRCUITS,ALEXANDER K CHARLES,RIT,RIT
2024-12-10 16:08:23,6MEEJP,6VIGVM,ECE,ST,Check in,-,72856,ELECTRONIC DEVICES AND CIRCUIT THEORY,ROBERT L. BOYLESTAD,RIT,RIT
2024-12-10 16:08:57,CYNIZL,PPTMZD,MD,UG,Check out,-,DB1988,CHEMISTRY FOR ENGINEERING STUDENTS: FOR FIRST YEAR B E COURSE,JAI PRAKASH BS,RIT,RIT
2024-12-10 16:09:15,CYNIZL,PPTMZD,MD,UG,Check out,-,77864,ENGINEERING MATHEMATICS - I FOR FIRST SEMESTER B E CLASSES,DR.D.S.C.,RIT,RIT
2024-12-10 16:09:36,G0KY4C,XDWBQB,CSE,ST,Check out,-,73468,GRAPH THEORY,DEO NARSINGH,RIT,RIT
2024-12-10 16:10:07,G0KY4C,XDWBQB,CSE,ST,Check out,-,99995,DISCRETE AND COMBINATORIAL MATHEMATICS,"GRIMALDI, RALPH P",RIT,RIT
2024-12-10 16:11:13,8GYLUX,UJELG6,CSE,UG,Renew,-,99419,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI,RAMEZ AND NAVATHE SHAMKANT",RIT,RIT
2024-12-10 16:11:45,8GYLUX,UJELG6,CSE,UG,Renew,-,123155,Software Engineering,Ian Sommerville,RIT,RIT
2024-12-10 16:12:02,8GYLUX,UJELG6,CSE,UG,Renew,-,99941,OPERATING SYSTEM CONCEPT,"SILBERSCHATZ , ABRAHAM GALVIN , PETER BAER, GREG GAGNE",RIT,RIT
2024-12-10 16:16:08,9M0XPY,SED07U,BT,UG,Check in,-,100666,THINK PYTHON HOW TO THINK LIKE A COMPUTER SCIENTIST,DOWNEY ALLEN B,RIT,RIT
2024-12-10 16:22:47,HP6VR7,C0X0QZ,CHEM,UG,Other,-4.0000,,,,,
2024-12-10 16:24:23,EUEZE5,NXWEZI,UNDER GRADUATION(UG),UG,Check out,-,95020,CMOS DIGITAL INTEGRATED CIRCUITS ANALYSIS AND DESIGN,"KANG, SUNG-MO",RIT,RIT
2024-12-10 16:25:36,6GQCKI,4I26P6,CHEM,UG,Check in,-,92896,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 16:25:54,6GQCKI,4I26P6,CHEM,UG,Check in,-,92988,ENGINEERING CHEMISTRY,JAIN P C,RIT,RIT
2024-12-10 16:26:04,6GQCKI,4I26P6,CHEM,UG,Check in,-,93816,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-12-10 16:26:20,G6B3NN,19QYUK,BT,UG,Check in,-,92208,BASIC ELECTRICAL ENGINEERING,KULSHRESHTHA D,RIT,RIT
2024-12-10 16:27:15,5TJ2WD,CQFNNQ,,ST,Check out,-,81892,CMOS DIGITAL INTEGRATED CIRCUITS,"SUNG- MO KANG, YUSUF LEBLEBICI",RIT,RIT
2024-12-10 16:27:58,LA1UQP,8C58Y2,CSE,UG,Renew,-,71373,PROGRAMMING IN ANSI C,BALAGURSAMY E,RIT,RIT
2024-12-10 16:30:25,6MEEJP,6VIGVM,ECE,ST,Check out,-,65256,MODERN CONTROL ENGINEERING,OGATA KATSUNIKO,RIT,RIT
2024-12-10 16:30:29,6MEEJP,6VIGVM,ECE,ST,Check out,-,DB6293,DIGITAL DESIGN,MANO MORRIS M CILETTI MICHAEL D,RIT,RIT
2024-12-10 16:30:34,LA1UQP,8C58Y2,CSE,UG,Other,-3.0000,,,,,
2024-12-10 16:30:49,ILE1EW,NAS3VX,BT,UG,Check in,-,100669,THINK PYTHON HOW TO THINK LIKE A COMPUTER SCIENTIST,DOWNEY ALLEN B,RIT,RIT
2024-12-10 16:31:17,WTHZW1,ABDQ93,CSE_AIML,UG,Check in,-,99581,HOW TO THINK LIKE A COMPUTER SCIENTIST LEARNIG WITH PHTHON,"DOWNEY ALLEN, ELKNER JEFFREY, MEYERS, CHRIS",RIT,RIT
2024-12-10 16:31:38,5QEXEE,QGNQ1J,CHEM,UG,Check in,-,93792,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-12-10 16:31:58,WMKLMO,A4STMN,CSE,UG,Check in,-,92777,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2024-12-10 16:32:24,4CSCOM,VO70LH,ETE,UG,Renew,-,92922,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 16:32:50,2IPKET,VQGDOV,AIML,UG,Check out,-,98672,HIGHER ENGINEERING MATHEMATICS,B. V. RAMANA,RIT,RIT
2024-12-10 16:33:16,12XJMG,JIL5QO,BT,UG,Check in,-,101015,THINK PYTHON,DOWNEY ALLEN B,RIT,RIT
2024-12-10 16:35:07,TVKZ2L,TBGVSJ,ISE,UG,Check in,-,76705,A DETAILED TEXT BOOK OF ENGINEERING PHYSICS,BASAVARAJ,RIT,RIT
2024-12-10 16:35:23,TVKZ2L,TBGVSJ,ISE,UG,Check in,-,92698,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2024-12-10 16:37:11,BDMXR0,LWDQTY,CSE_CY,UG,Renew,-,100787,AUTOMATA THEORY LANGUAGES & COMPUTATION,HOPCROFT JOHN E MOTWANI RAJEEV,RIT,RIT
2024-12-10 16:38:42,HBBRON,RDJZB2,MBA,PG,Check out,-,87183,DATA MINING,KANTARDZIC,RIT,RIT
2024-12-10 16:39:31,O88IT6,ZJ8BSH,ISE,UG,Check out,-,74781,LET US C,YASHAVANT KANETKAR,RIT,RIT
2024-12-10 16:39:36,O88IT6,ZJ8BSH,ISE,UG,Check out,-,71393,PROGRAMMING IN ANSI C,BALAGURSAMY E,RIT,RIT
2024-12-10 16:40:26,0F6TC9,0X8Q5O,CSE_AIML,UG,Renew,-,77756,ELEMENTS OF MECHANICAL ENGINEERING,GOPALAKRISHNA,RIT,RIT
2024-12-10 16:40:44,ZCGUNC,N24GQ7,CSE,UG,Check out,-,71381,PROGRAMMING IN ANSI C,BALAGURSAMY E,RIT,RIT
2024-12-10 16:40:49,ZCGUNC,N24GQ7,CSE,UG,Check out,-,74766,LET US C,YASHAVANT KANETKAR,RIT,RIT
2024-12-10 16:41:37,00JHBR,IB4ODP,ISE,UG,Check out,-,82666,PROGRAMMING ANSC C,BALAGURUSWAMI,RIT,RIT
2024-12-10 16:41:57,00JHBR,IB4ODP,ISE,UG,Check out,-,78363,LET US C,KANETKAR,RIT,RIT
2024-12-10 16:42:35,TKZQTO,ILVBJ9,CSE,ST,Check in,-,76484,DATA STRUCTURES IN C,HOROWITZ ELLIS,RIT,RIT
2024-12-10 16:43:38,2ZKZMY,896D11,EEE,ST,Check out,-,DB6619,DIGITAL LOGIC APPLICATION AND DESIGN,"JOHN M , YARBROUGH",RIT,RIT
2024-12-10 16:45:51,GD7IXJ,T1MNNR,ECE,UG,Renew,-,71892,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-12-10 16:49:37,XD4T0O,I195KY,BT,UG,Check in,-,95237,ELEMENTS OF CIVIL ENGINEERING AND MECHANICS,SAWANT H J,RIT,RIT
2024-12-10 16:52:11,8DUOCH,AGAJF0,CHEM,UG,Check out,-,70368,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2024-12-10 16:53:20,9LKN0W,G1R3DZ,ISE,UG,Check out,-,100329,COMPUTER SCIENCE A STRUCTURCD PROGRAMMING APPROACH USING C,"FOROUZAN, BEHROOZ A, GILBERG, F RICHARD",RIT,RIT
2024-12-10 16:56:23,TVKZ2L,TBGVSJ,ISE,UG,Check out,-,92897,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
